NA20881	FEMALE
NA20882	FEMALE
NA20884	MALE
NA20885	MALE
NA20886	FEMALE
NA20887	MALE
NA20888	FEMALE
NA20889	MALE
NA20890	MALE
NA20891	MALE
NA20892	FEMALE
NA20893	FEMALE
NA20894	FEMALE
NA20895	MALE
NA20896	FEMALE
NA20897	MALE
NA20898	MALE
NA20899	FEMALE
NA20900	FEMALE
NA20901	MALE
NA20902	FEMALE
NA20903	MALE
NA20904	MALE
NA20905	MALE
NA20906	FEMALE
NA20908	FEMALE
NA20910	FEMALE
NA20911	MALE
NA21086	FEMALE
NA21087	MALE
NA21088	FEMALE
NA21089	FEMALE
NA21090	MALE
NA21091	MALE
NA21092	MALE
NA21093	MALE
NA21094	MALE
NA21095	MALE
NA21097	FEMALE
NA21098	MALE
NA21099	MALE
NA21100	MALE
NA21101	FEMALE
NA21102	FEMALE
NA21103	FEMALE
NA21104	MALE
NA21105	MALE
NA21106	FEMALE
NA21107	MALE
NA21108	FEMALE
NA21109	MALE
NA21110	FEMALE
NA21111	MALE
NA21112	MALE
NA21113	MALE
NA21114	MALE
NA21115	MALE
NA21116	MALE
NA21117	MALE
NA21118	MALE
NA21119	MALE
NA21120	FEMALE
NA21122	FEMALE
NA21123	MALE
NA21124	MALE
NA21125	FEMALE
NA21126	MALE
NA21127	MALE
NA21128	MALE
NA21129	MALE
NA21130	MALE
NA21133	MALE
NA21135	MALE
NA21137	FEMALE
NA21141	FEMALE
NA21142	FEMALE
NA21143	FEMALE
NA21144	FEMALE
